Campaign,Chapter,Guid,Kind,Stage,X,Y,Z,Pitch,Yaw,Roll,Condition,Events,Tags,Param1
Leon,0,,Biorand_SW_HalfBuilding1,46200,270.07,-11.87,138.43,0,-73.86,0,,01_Village.Visual.Lake.DocktoCave.Path,,
Leon,0,,Biorand_GateShutter,46200,273.12,-4.11,137.48,90,0,71.58,,01_Village.Visual.Lake.DocktoCave.Path,,
Leon,0,,Biorand_GateShutter,46200,268.68,-8.45,137.19,0,16.53,0,,01_Village.Visual.Lake.DocktoCave.Path,,
Leon,0,,Biorand_GateShutter,46200,267.79,-9.63,139.16,0,108.02,0,,01_Village.Visual.Lake.DocktoCave.Path,,
Leon,0,,Biorand_GateShutter,46200,269.73,-8.45,140.32,0,16.53,0,,01_Village.Visual.Lake.DocktoCave.Path,,
Leon,0,,Biorand_InvisibleWall,46201,46201,283.16,-3.39,135.36,0,-27,,01_Village.Visual.Lake.DocktoCave.Path,,
Leon,0,,Biorand_InvisibleWall,46201,279.12,-13.28,132.09,0,-30.44,0,,01_Village.Visual.Lake.DocktoCave.Path,,
Leon,0,,Biorand_InvisibleWall,46201,274.33,-3.78,130.48,0,70.57,0,,01_Village.Visual.Lake.DocktoCave.Path,,
Leon,0,,Biorand_InvisibleWall,46201,268.74,-5.38,131.16,0,-27.5,0,,01_Village.Visual.Lake.DocktoCave.Path,,
Leon,0,,Biorand_InvisibleWall,46200,265.04,-5.38,135.52,0,148.63,0,,01_Village.Visual.Lake.DocktoCave.Path,,
Leon,0,,Biorand_InvisibleWall,46200,270.71,-3.77,139.92,0,68,0,,01_Village.Visual.Lake.DocktoCave.Path,,
Leon,0,,Biorand_InvisibleWall,46200,271.51,-3.77,138.86,0,68,0,,01_Village.Visual.Lake.DocktoCave.Path,,
Leon,0,,Biorand_InvisibleWall,46200,264.44,-3.77,138,0,16.03,0,,01_Village.Visual.Lake.DocktoCave.Path,,
Leon,0,,Biorand_InvisibleWall,46201,277.85,-3.39,140.25,0,-28.52,0,,01_Village.Visual.Lake.DocktoCave.Path,,
Leon,0,,Biorand_GateShutter,46200,248.17,-7.03,164.28,0,47,0,,01_Village.Visual.Lake.DocktoCave.Path,,
Leon,-1,,Biorand_Wall,46200,266.77,-7.24,144.21,0,12,0,,01_Village.CP4.StartVanilla.CP401_Boat.Cave.LoopVariation,,
Leon,-1,,Biorand_Wall,46200,267.07,-3.53,147.57,0,2.52,0,,01_Village.CP4.StartVanilla.CP401_Boat.Cave.LoopVariation,,
Leon,-1,,Biorand_Wall3,46200,234.71,-7.53,167.62,0,16,0,,01_Village.CP4.StartVanilla.CP401_Boat.Cave.LoopVariation,,
Leon,-1,,Biorand_Ladder2,46201,281.87,-6.97,141.68,0,-167,0,,01_Village.CP4.StartVanilla.CP401_Boat.Cave.LoopVariation,,
Leon,-1,,Biorand_Ladder1,46200,268.35,-5.8,135.62,0,17.59,0,,01_Village.CP4.StartVanilla.CP401_Boat.Cave.LoopVariation,,
Leon,-1,,Biorand_Wall,46200,259.09,-7.27,142.05,0,-64,0,,01_Village.CP4.StartVanilla.CP401_Boat.DropdownVariation|layout,,
Leon,-1,88edec7e-1b46-45bd-a734-70513f25ffe4,Biorand_GateShutter,46200,246.67,-3.14,172.18,0,99.83,0,,01_Village.CP4.StartVanilla.CP401_Boat.DropdownVariation|layout,,
Leon,-1,,Biorand_Ladder2,46201,281.87,-6.97,141.68,0,-167,0,,01_Village.CP4.StartVanilla.CP401_Boat.DropdownVariation|layout,,
Leon,-1,,Biorand_Ladder1,46200,268.35,-5.8,135.62,0,17.59,0,,01_Village.CP4.StartVanilla.CP401_Boat.DropdownVariation|layout,,
Leon,-1,6032780f-a1d8-41f1-806e-7eb922383b13,Biorand_GateShutter,46200,248.17,-7.03,164.28,0,47,0,,01_Village.CP4.StartVanilla.CP401_Boat.DropdownVariation|event,,
Leon,0,,Biorand_SW_HalfBuilding2,46100,409.29,-8.22,-17.18,0,18.16,0,,01_Village.Visual.Lake.BawkIsland.Fort,,
Leon,0,,Biorand_SW_HalfBuilding1,46100,409.07,-8.31,-27.33,0,-7.1,0,,01_Village.Visual.Lake.BawkIsland.Fort,,
Leon,0,,Biorand_GateShutter,46100,407.35,-5.55,-22.51,-1.31,93,179.93,,01_Village.Visual.Lake.BawkIsland.Fort,,
Leon,-1,7ab57981-c6cf-4318-b1a4-02d7f22235c0,Biorand_GateShutter,46100,407.35,-5.55,-22.51,-1.31,93,179.93,,CP4_BawkIsland,,
Leon,-1,,Biorand_Jump,46200,216.1,-11.64,164.2,-1,39,0,,CP400_Visual_CavetoMerchantDock,,
Leon,-1,,Biorand_Jump,46200,215.41,-11.57,164.61,0,37.16,0,,CP400_Visual_CavetoMerchantDock,,
Leon,-1,,Biorand_Jump,46200,217.53,-11.4,165.96,0,-142.02,0,,CP400_Visual_CavetoMerchantDock,,
Leon,-1,,Biorand_Jump,46200,216.86,-11.38,166.47,0,-143.57,0,,CP400_Visual_CavetoMerchantDock,,
Leon,-1,,Biorand_SW_StoneCrusher,46200,214.43,-7.15,162.95,0,38,178.73,,CP400_Visual_CavetoMerchantDock,,3ec2e959-0271-4858-b844-255b5cba4879
Leon,-1,,Biorand_SW_StoneCrusher,46200,214.67,-7.23,160.07,0,-169,178.73,,CP400_Visual_CavetoMerchantDock,,3ec2e959-0271-4858-b844-255b5cba4879
Leon,-1,,Biorand_SW_StoneCrusher,46200,216.25,-7.19,156.72,0,149,178.73,,CP400_Visual_CavetoMerchantDock,,3ec2e959-0271-4858-b844-255b5cba4879
Leon,-1,,Biorand_SW_StoneCrusher,46200,218.58,-7.08,154.25,0,109,178.73,,CP400_Visual_CavetoMerchantDock,,3ec2e959-0271-4858-b844-255b5cba4879
Leon,-1,,Biorand_SW_StoneCrusher,46200,221.22,-6.98,151.36,0,135,178.73,,CP400_Visual_CavetoMerchantDock,,3ec2e959-0271-4858-b844-255b5cba4879
Leon,-1,,Biorand_SW_StoneCrusher,46200,223.69,-6.86,149.15,0,153,178.73,,CP400_Visual_CavetoMerchantDock,,3ec2e959-0271-4858-b844-255b5cba4879
Leon,-1,,Biorand_SW_StoneCrusher,46200,226.03,-6.99,145.92,0,157,178.73,,CP400_Visual_CavetoMerchantDock,,3ec2e959-0271-4858-b844-255b5cba4879
Leon,-1,,Biorand_SW_StoneCrusher,46200,227.88,-6.98,142.66,0,162.52,178.73,,CP400_Visual_CavetoMerchantDock,,3ec2e959-0271-4858-b844-255b5cba4879
Leon,-1,,Biorand_SW_StoneCrusher,46200,229.15,-6.93,139.26,0,177,178.73,,CP400_Visual_CavetoMerchantDock,,3ec2e959-0271-4858-b844-255b5cba4879
Leon,-1,,Biorand_SW_StoneCrusher,46200,230.53,-7.04,135.49,0,-179,178.73,,CP400_Visual_CavetoMerchantDock,,3ec2e959-0271-4858-b844-255b5cba4879
Leon,-1,,Biorand_SW_StoneCrusher,46200,230.69,-6.95,131.86,0,-179,178.73,,CP400_Visual_CavetoMerchantDock,,3ec2e959-0271-4858-b844-255b5cba4879
Leon,-1,,Biorand_SW_StoneCrusher,46200,230.62,-6.95,128.49,0,178,178.73,,CP400_Visual_CavetoMerchantDock,,3ec2e959-0271-4858-b844-255b5cba4879
Leon,-1,,Biorand_SW_StoneCrusher,46200,229.79,-6.95,125.49,0,177,178.73,,CP400_Visual_CavetoMerchantDock,,3ec2e959-0271-4858-b844-255b5cba4879
Leon,-1,,Biorand_SW_StoneCrusher,46200,229.81,-7.06,122.16,0,178,178.73,,CP400_Visual_CavetoMerchantDock,,3ec2e959-0271-4858-b844-255b5cba4879
Leon,-1,,Biorand_SW_StoneCrusher,46200,230.09,-7.13,119.11,0,178,178.73,,CP400_Visual_CavetoMerchantDock,,3ec2e959-0271-4858-b844-255b5cba4879
Leon,-1,,Biorand_SW_StoneCrusher,46200,219.97,-7.49,164.11,-87.91,113.66,-108.54,,CP400_Visual_CavetoMerchantDock,,3ec2e959-0271-4858-b844-255b5cba4879
Leon,-1,,Biorand_SW_StoneCrusher,46200,220.78,-7.49,157.77,-87.91,91.57,-108.54,,CP400_Visual_CavetoMerchantDock,,3ec2e959-0271-4858-b844-255b5cba4879
Leon,-1,,Biorand_SW_StoneCrusher,46200,219.61,-7.49,160.96,-87.91,90.57,-108.54,,CP400_Visual_CavetoMerchantDock,,3ec2e959-0271-4858-b844-255b5cba4879
Leon,-1,,Biorand_SW_StoneCrusher,46200,214.55,-7.49,153.3,-87.91,74.49,-108.54,,CP400_Visual_CavetoMerchantDock,,3ec2e959-0271-4858-b844-255b5cba4879
Leon,-1,,Biorand_Ladder2,46210,229.86,-7.12,118.23,0,175,0,,CP400_Visual_CavetoMerchantDock,,
Leon,-1,,Biorand_InvisibleWall,46200,213.87,-7.16,165.86,0,178.5,0,,CP400_Visual_CavetoMerchantDock,,
Leon,-1,,Biorand_InvisibleWall,46200,211.28,-7.16,160.89,0,-29.9,0,,CP400_Visual_CavetoMerchantDock,,
Leon,-1,,Biorand_InvisibleWall,46200,211.73,-7.16,157.3,0,9.32,0,,CP400_Visual_CavetoMerchantDock,,
Leon,-1,,Biorand_InvisibleWall,46200,215.45,-7.16,150.2,0,60,0,,CP400_Visual_CavetoMerchantDock,,
Leon,-1,,Biorand_InvisibleWall,46200,225.03,-7.16,153.04,0,-97.16,0,,CP400_Visual_CavetoMerchantDock,,
Leon,-1,,Biorand_InvisibleWall,46200,226.89,-7.16,151.37,0,-96.75,0,,CP400_Visual_CavetoMerchantDock,,
Leon,-1,,Biorand_InvisibleWall,46200,227.92,-7.16,149.27,0,-83.44,0,,CP400_Visual_CavetoMerchantDock,,
Leon,-1,,Biorand_InvisibleWall,46200,230.46,-7.16,145.39,0,-75.65,0,,CP400_Visual_CavetoMerchantDock,,
Leon,-1,,Biorand_InvisibleWall,46200,232.06,-7.16,140.96,50.73,-89.67,-74.65,,CP400_Visual_CavetoMerchantDock,,
Leon,-1,,Biorand_InvisibleWall,46200,232.43,-7.16,140.19,0,-65.19,0,,CP400_Visual_CavetoMerchantDock,,
Leon,-1,,Biorand_InvisibleWall,46200,233.3,-7.16,136.81,0,-58.46,0,,CP400_Visual_CavetoMerchantDock,,
Leon,-1,,Biorand_InvisibleWall,46200,213.31,-7.49,153.81,0,0,0,,CP400_Visual_CavetoMerchantDock,,
Leon,-1,,Biorand_InvisibleWall,46200,234.33,-7.06,133.07,0,143.49,0,,CP400_Visual_CavetoMerchantDock,,
Leon,-1,,Biorand_InvisibleWall,46200,234.06,-7.06,129.08,0,144.72,0,,CP400_Visual_CavetoMerchantDock,,
Leon,-1,,Biorand_InvisibleWall,46200,233.39,-7.06,124.61,0,148.73,0,,CP400_Visual_CavetoMerchantDock,,
Leon,-1,,Biorand_InvisibleWall,46200,232.92,-7.06,119.44,0,155.21,0,,CP400_Visual_CavetoMerchantDock,,
Leon,0,,Biorand_InvisibleWall,46201,230.12,-4.61,119.15,0,134.69,0,,01_Village.Visual.Lake.DocktoMerchantDock.Path,,
Leon,0,,Biorand_InvisibleWall,46201,234.67,-3.16,112.09,0,-133.88,0,,01_Village.Visual.Lake.DocktoMerchantDock.Path,,
Leon,0,,Biorand_InvisibleWall,46210,230.82,-3.16,109.7,0,43.34,0,,01_Village.Visual.Lake.DocktoMerchantDock.Path,,
Leon,0,,Biorand_GateShutter,46210,230.01,-9.06,116.4,-0.04,172.98,0.67,,01_Village.Visual.Lake.DocktoMerchantDock.Path,,
Leon,0,,Biorand_GateShutter,46210,228.9,-8.99,114.74,0,82.19,0,,01_Village.Visual.Lake.DocktoMerchantDock.Path,,
Leon,0,,Biorand_GateShutter,46210,229.98,-3.41,116.75,90,0,-173,,01_Village.Visual.Lake.DocktoMerchantDock.Path,,
Leon,0,,Biorand_GateShutter,46210,230.86,-3.35,110.85,90,0,8,,01_Village.Visual.Lake.DocktoMerchantDock.Path,,
Leon,-1,,Biorand_Ladder2,46210,229.95,-7.22,109.34,0,-6.69,0,,CP400_Visual_Bridgeladders_MerchantSide,,
Leon,-1,,Biorand_Ladder3,46210,228.67,-6.08,114.59,0,79.42,0,,CP400_Visual_Bridgeladders_MerchantSide,,3ec2e959-0271-4858-b844-255b5cba4879
Leon,0,,Biorand_Bridge,46201,231.72,-3.1,115.03,0,-98.37,0,,01_Village.Visual.Lake.DocktoMerchantDock.Path,,
Leon,0,,Biorand_SW_StoneCrusher,46201,247.19,-3.22,117.01,0,-100,180,,01_Village.Visual.Lake.DocktoMerchantDock.Path,,3ec2e959-0271-4858-b844-255b5cba4879
Leon,0,,Biorand_Bridge,46201,261.74,-3.2,123.24,0,67.21,0,,01_Village.Visual.Lake.DocktoMerchantDock.Path,,
Leon,0,,Biorand_SW_StoneCrusher,46201,263.47,-3.26,123.84,0,68,180,,01_Village.Visual.Lake.DocktoMerchantDock.Path,,3ec2e959-0271-4858-b844-255b5cba4879
Leon,0,,Biorand_SW_StoneCrusher,46201,267.46,-3.26,122.65,0,98,180,,01_Village.Visual.Lake.DocktoMerchantDock.Path,,3ec2e959-0271-4858-b844-255b5cba4879
Leon,0,,Biorand_SW_StoneCrusher,46201,271.16,-3.26,120.97,0,96,-180,,01_Village.Visual.Lake.DocktoMerchantDock.Path,,3ec2e959-0271-4858-b844-255b5cba4879
Leon,0,,Biorand_SW_StoneCrusher,46201,275.18,-3.37,119.29,0,101,180,,01_Village.Visual.Lake.DocktoMerchantDock.Path,,3ec2e959-0271-4858-b844-255b5cba4879
Leon,0,,Biorand_Bridge,46201,280.14,-3.39,134.48,0,18,0,,01_Village.Visual.Lake.DocktoMerchantDock.Path,,
Leon,0,,Biorand_Wall,46201,277.6,-4.74,133.22,3.43,112.72,-24.26,,01_Village.Visual.Lake.DocktoMerchantDock.Path,,
Leon,0,,Biorand_InvisibleWall,46201,247.67,-3.42,115.11,0,40.73,0,,01_Village.Visual.Lake.DocktoMerchantDock.Path,,
Leon,0,,Biorand_InvisibleWall,46201,246.39,-3.42,120.28,0,39.35,0,,01_Village.Visual.Lake.DocktoMerchantDock.Path,,
Leon,0,,Biorand_Wall3,46201,268.83,-6.06,120.12,0,-154,0,,01_Village.Visual.Lake.DocktoMerchantDock.Path,,
Leon,0,,Biorand_Wall3,46201,268.34,-6.02,123.57,0,23,0,,01_Village.Visual.Lake.DocktoMerchantDock.Path,,
Leon,0,,Biorand_InvisibleWall,46201,263.27,-3.18,121.04,0,118,0,,01_Village.Visual.Lake.DocktoMerchantDock.Path,,
Leon,0,,Biorand_InvisibleWall,46201,265.58,-3.18,120.58,0,166.13,0,,01_Village.Visual.Lake.DocktoMerchantDock.Path,,
Leon,0,,Biorand_InvisibleWall,46201,268.2,-3.18,119.17,0,77.95,0,,01_Village.Visual.Lake.DocktoMerchantDock.Path,,
Leon,0,,Biorand_InvisibleWall,46201,271.36,-3.18,117.56,0,166.13,0,,01_Village.Visual.Lake.DocktoMerchantDock.Path,,
Leon,0,,Biorand_InvisibleWall,46201,275.86,-3.18,117.95,0,4.4,0,,01_Village.Visual.Lake.DocktoMerchantDock.Path,,
Leon,0,,Biorand_InvisibleWall,46201,261.77,-3.18,126.48,0,35.08,0,,01_Village.Visual.Lake.DocktoMerchantDock.Path,,
Leon,0,,Biorand_InvisibleWall,46201,266.04,-3.18,126.21,0,67.26,0,,01_Village.Visual.Lake.DocktoMerchantDock.Path,,
Leon,0,,Biorand_InvisibleWall,46201,270.34,-3.18,124.54,0,70.78,0,,01_Village.Visual.Lake.DocktoMerchantDock.Path,,
Leon,0,,Biorand_InvisibleWall,46201,272.12,-3.18,123.65,0,67.26,0,,01_Village.Visual.Lake.DocktoMerchantDock.Path,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Leon,-1,,Biorand_InvisibleWall,45300,116.95,6.9,143.56,0,-62.68,0,,@cp1_common_a.gimmicks.1,chapteronly,
,,,,,,,,,,,,,,
Leon,-1,,Biorand_Boat,46900,232.04,-7.71,108.26,0,169,0,,@cp3_boat.merchant,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Leon,-1,,,46200,230.28,-7.9,114.02,0,-179,0,,,,
Ada,1,,bawk,50502,-138.15,8.04,19.16,0.00,41.00,0.00,,,,
Ada,1,,bawk,50502,-137.00,8.04,20.07,0.00,-17.00,0.00,,,,
Ada,1,,bawk,50502,-137.48,8.04,22.52,0.00,26.00,0.00,,,,
Ada,1,,bawk,50502,-134.42,8.04,21.04,0.00,-15.00,0.00,,,,
Ada,1,,bawk,50502,-134.52,8.04,25.78,0.00,162.00,0.00,,,,
Ada,1,,bawk,50502,-131.53,8.54,22.48,0.00,-1.00,0.00,,,,
Ada,1,,bawk,50501,-125.80,8.54,19.84,0.00,66.00,0.00,,,,
Ada,1,,bawk,50501,-125.98,8.54,22.63,0.00,-5.00,0.00,,,,
Ada,1,,bawk,50501,-123.30,8.54,26.51,0.00,74.00,0.00,,,,
Ada,1,,bawk,50501,-119.55,8.54,24.34,0.00,143.00,0.00,,,,
Ada,1,,bawk,50501,-119.98,8.54,22.23,0.00,-78.00,0.00,,,,
Ada,1,,bawk,50501,-123.38,8.74,22.58,0.00,-102.00,0.00,,,,
Ada,1,,bawk,50501,-127.79,8.54,23.16,0.00,98.00,0.00,,,,
Ada,1,,Biorand_WoodenBox,50302,-204.25,9.50,55.58,0.00,123.00,0.00,,,,
Ada,1,,Biorand_WoodenBox,50302,-203.94,9.50,48.39,0.00,72.00,0.00,,,,
Ada,1,,Biorand_BearTrap,50500,-127.81,12.00,37.10,0.00,-66.00,0.00,,,,
Ada,1,,Biorand_BearTrap,50401,-130.00,12.40,53.19,0.00,94.00,0.00,,,,
Ada,1,,Biorand_BearTrap,50401,-129.35,12.68,50.80,0.00,86.00,0.00,,,,
Ada,1,,Biorand_BearTrap,50401,-128.56,13.08,53.04,0.00,97.00,0.00,,,,
Ada,1,,Biorand_BearTrap,50401,-127.62,13.54,51.05,0.00,83.00,0.00,,,,
Ada,1,,Biorand_BearTrap,50401,-133.06,11.95,58.64,0.00,-39.00,0.00,,,,
Ada,1,,Biorand_BearTrap,50401,-144.46,11.95,57.08,0.00,-126.00,0.00,,,,
Ada,1,,Biorand_BearTrap,50401,-154.63,11.95,53.03,0.00,-114.00,0.00,,,,
Ada,1,,Biorand_BearTrap,50401,-155.10,11.95,46.85,0.00,109.00,0.00,,,,
Ada,1,,Biorand_BearTrap,50401,-143.98,11.95,47.74,0.00,45.00,0.00,,,,
Ada,1,,Biorand_BearTrap,50401,-136.92,11.95,45.98,0.00,73.00,0.00,,,,
Ada,1,,Biorand_BearTrap,50401,-137.67,11.95,51.47,0.00,-88.00,0.00,,,,
Ada,1,,Biorand_BearTrap,50400,-161.15,11.95,54.42,0.00,-110.00,0.00,,,,
Ada,1,,Biorand_BearTrap,50400,-161.41,11.95,49.77,0.00,-167.00,0.00,,,,
Ada,1,,Biorand_BearTrap,50400,-169.01,9.95,56.75,0.00,-22.00,0.00,,,,
Ada,1,,Biorand_BearTrap,50400,-171.51,9.95,48.90,0.00,-132.00,0.00,,,,
Ada,1,,Biorand_BearTrap,50400,-166.32,9.95,51.98,0.00,94.00,0.00,,,,
Ada,1,,Biorand_BearTrap,50301,-213.36,8.00,47.33,0.00,-132.00,0.00,,,,
Ada,1,,Biorand_BearTrap,50301,-214.66,8.00,48.41,0.00,-135.00,0.00,,,,
Ada,1,,Biorand_BearTrap,50301,-219.97,8.00,44.34,0.00,-152.00,0.00,,,,
Ada,1,,Biorand_BearTrap,50300,-221.96,4.00,37.41,0.00,-5.00,0.00,,,,
Ada,1,,Biorand_BearTrap,50300,-221.70,4.00,44.87,0.00,2.00,0.00,,,,
Ada,1,,Biorand_BearTrap,50300,-225.78,4.14,50.93,0.00,-20.00,0.00,,,,
Ada,1,,Biorand_BearTrap,50300,-224.85,4.03,57.40,0.00,16.00,0.00,,,,
Ada,1,,Biorand_BearTrap,50300,-226.47,8.00,43.33,0.00,-48.00,0.00,,,,
Ada,1,,Biorand_BearTrap,50300,-234.87,8.49,34.75,0.00,-4.00,0.00,,,,
Ada,1,,Biorand_BearTrap,50300,-233.05,8.15,42.44,0.00,6.00,0.00,,,,
Ada,1,,Biorand_BearTrap,50300,-226.66,9.50,63.89,0.00,-43.00,0.00,,,,
Ada,1,,Biorand_BearTrap,50300,-233.16,9.53,62.30,0.00,175.00,0.00,,,,
Ada,1,,Biorand_BearTrap,50300,-229.79,9.50,57.04,0.00,-179.00,0.00,,,,
Ada,1,,Biorand_BearTrap,50300,-241.28,8.04,44.21,0.00,-93.00,0.00,,,,
Ada,1,,Biorand_BearTrap,50300,-241.98,-0.99,50.86,0.00,-91.00,0.00,,,,
Ada,1,,Biorand_BearTrap,50300,-237.94,-1.01,58.19,0.00,31.00,0.00,,,,
Ada,1,,Biorand_BearTrap,50300,-249.39,-1.03,52.75,0.00,-86.00,0.00,,,,
Ada,1,,Biorand_BearTrap,50200,-297.03,7.37,49.60,0.00,-5.00,0.00,,,,
Ada,1,,Biorand_BearTrap,50202,-295.24,9.50,57.36,0.00,47.00,0.00,,,,
Ada,1,,Biorand_BearTrap,50202,-292.86,9.50,58.75,0.00,21.00,0.00,,,,
Ada,1,,Biorand_BearTrap,50202,-297.77,9.50,60.05,0.00,-95.00,0.00,,,,
Ada,2,,Biorand_BearTrap,47101,72.59,16.62,-221.62,0.00,8.00,0.00,,,,
Ada,2,,Biorand_BearTrap,47101,84.19,16.56,-201.68,0.00,6.00,0.00,,,,
Ada,2,,Biorand_BearTrap,47101,73.96,18.34,-193.78,0.00,-9.00,0.00,,,,
Ada,2,,Biorand_BearTrap,47101,72.39,18.21,-192.13,0.00,-51.00,0.00,,,,
Ada,2,,Biorand_BearTrap,47101,77.42,10.63,-193.39,0.00,102.00,0.00,,,,
Ada,2,,Biorand_BearTrap,47101,83.51,11.18,-200.63,0.00,-177.00,0.00,,,,
Ada,2,,Biorand_BearTrap,47101,77.86,8.01,-203.82,0.00,-12.00,0.00,,,,
Ada,2,,Biorand_BearTrap,47101,79.39,7.99,-199.51,0.00,6.00,0.00,,,,
Ada,2,,Biorand_BearTrap,47101,82.68,8.00,-195.13,0.00,-2.00,0.00,,,,
Ada,2,,Biorand_BearTrap,47101,79.80,7.98,-188.66,0.00,21.00,0.00,,,,
Ada,2,,Biorand_BearTrap,47101,79.66,8.00,-207.57,0.00,-16.00,0.00,,,,
Ada,2,,Biorand_BearTrap,47101,84.28,11.07,-192.63,0.00,-4.00,0.00,,,,
Ada,2,,Biorand_BearTrap,47101,83.47,7.98,-174.98,0.00,18.00,0.00,,,,
Ada,2,,Biorand_BearTrap,47100,86.06,8.07,-166.51,0.00,58.00,0.00,,,,
Ada,2,,Biorand_BearTrap,43301,65.63,9.50,-154.51,0.00,-136.00,0.00,,,,
Ada,2,,Biorand_BearTrap,43311,60.95,9.50,-161.78,0.00,-179.00,0.00,,,,
Ada,2,,Biorand_BearTrap,43311,52.40,9.50,-161.44,0.00,-132.00,0.00,,,,
Ada,2,,Biorand_BearTrap,43311,49.95,9.50,-157.76,0.00,-2.00,0.00,,,,
Ada,2,,Biorand_BearTrap,43301,46.34,5.45,-163.20,0.00,-3.00,0.00,,,,
Ada,2,,Biorand_BearTrap,43301,45.80,5.44,-154.76,0.00,19.00,0.00,,,,
Ada,2,,Biorand_BearTrap,43301,59.28,5.40,-151.31,0.00,110.00,0.00,,,,
Ada,2,,Biorand_BearTrap,43301,57.66,5.36,-153.48,0.00,-134.00,0.00,,,,
Ada,2,,Biorand_BearTrap,43311,60.00,5.50,-161.50,0.00,-18.00,0.00,,,,
Ada,2,,Biorand_BearTrap,43311,55.21,5.50,-163.97,0.00,-89.00,0.00,,,,
Ada,2,,Biorand_BearTrap,43301,56.44,4.34,-140.53,0.00,27.00,0.00,,,,
Ada,2,,Biorand_BearTrap,43301,53.41,3.78,-128.74,0.00,2.00,0.00,,,,
Ada,2,,Biorand_BearTrap,43301,51.77,2.90,-121.77,0.00,-1.00,0.00,,,,
Ada,2,,Biorand_BearTrap,43301,53.46,2.69,-116.14,0.00,2.00,0.00,,,,
Ada,2,,Biorand_BearTrap,43301,51.77,3.13,-109.59,0.00,-2.00,0.00,,,,
Ada,2,,Biorand_BearTrap,43301,50.19,4.21,-132.52,0.00,176.00,0.00,,,,
Ada,2,,Biorand_BearTrap,43301,60.35,4.07,-135.09,0.00,-71.00,0.00,,,,
Ada,2,,Biorand_BearTrap,43850,104.46,-11.10,-23.81,0.00,-81.00,0.00,,,,
Ada,2,,Biorand_BearTrap,43850,94.04,-2.22,-10.73,0.00,-20.00,0.00,,,,
Ada,2,,Biorand_BearTrap,43850,92.56,-2.19,-8.56,0.00,-19.00,0.00,,,,
Ada,2,,Biorand_BearTrap,43850,92.99,-2.11,-5.86,0.00,-11.00,0.00,,,,
Ada,2,,Biorand_BearTrap,43850,93.38,0.64,7.89,0.00,10.00,0.00,,,,
Ada,2,,Biorand_BearTrap,43850,91.86,8.39,3.65,0.00,180.00,0.00,,,,
Ada,2,,Biorand_BearTrap,45200,77.09,3.87,52.03,0.00,-22.00,0.00,,,,
Ada,2,,Biorand_BearTrap,45200,76.56,4.23,56.76,0.00,21.00,0.00,,,,
Ada,2,,Biorand_BearTrap,45200,73.79,4.48,60.79,0.00,-6.00,0.00,,,,
Ada,2,,Biorand_BearTrap,45200,87.63,5.75,64.28,0.00,26.00,0.00,,,,
Ada,2,,Biorand_BearTrap,45200,86.89,7.68,71.56,0.00,-4.00,0.00,,,,
Ada,2,,Biorand_BearTrap,45200,95.97,9.48,74.58,0.00,-16.00,0.00,,,,
